(2063281,5,8),
(2630909,8,8),
(2703933,8,8),
(2966393,6,8),
(2770871,1,8),
(2114901,5,8),
(2113310,2,8),
(2322925,10,8),
(2347568,28,8),
(2125105,20,8),
(2125325,200,8),
(2443494,2,8),
(2956023,5,8),
(2124862,100,8),
(2063415,5,8),
(2060865,236,8),
(2125060,5,8),
(2110436,1,8),
(2775415,3,8),
(2060149,39,8),
(2060267,23,8),
(2306389,100,8),
(2064954,1,8),
(2060396,1,8),
(2063284,5,8),
(2107414,2,8),
(2960408,2,8),
(2126061,15,8),
(2477711,6,8),
(2127909,3,8),
(2060335,4000,8),
(2060361,22,8),
(2062065,1,8),
(2113695,3,8),
(2136598,5,8),
(2136164,10,8),
(3081425,16,8),
(2110448,6,8),
(2306521,7,8),
(2118188,5,8),
(2130655,3,8),
(2307901,1,8),
(2823035,3,8),
(2113223,5,8),
(2118162,5,8),
(2126486,4,8),
(2612220,8,8),
(2060880,140,8),
(2118167,10,8),
(2437844,44,8),
(2125126,30,8),
(2063393,10,8),
(2312580,3,8),
(2783839,1,8),
(2770705,2,8),
(2092308,10,8),
(2092307,10,8),
(2767797,5,8),
(2077853,16,8),
(2060361,102,8),
(2307884,2,8),
(2126785,10,8),
(2126824,200,8),
(2798191,4,8),
(2620161,2000,8),
(2613105,19,8),
(2113652,8,8),
(2078455,3,8),
(2118184,5,8),
(2438337,5,8),
(2612231,10,8),
(2061844,105,8),
(2060238,40,8),
(2060923,27,8),
(2317565,3,8),
(2318603,4,8),
(2060678,10,8),
(2795951,1,8),
(2124817,50,8),
(2767515,71,8),
(2125007,200,8),
(2630749,10,8),
(2575134,2,8),
(3006728,4,8),
(3004237,20,8),
(2078618,1,8),
(2635753,10,8),
(2437932,3,8),
(2449873,116,8),
(2234274,4,8),
(2242894,70,8),
(2077828,10,8),
(2108476,2,8),
(2264476,2,8),
(2118198,1,8),
(2118150,4,8),
(2118194,1,8),
(2904254,3,8),
(2501222,30,8),
(2598891,2,8),
(2778477,15,8),
(2062280,2,8),
(2107382,2,8),
(2061884,200,8),
(2774315,40,8),
(2820614,4,8),
(2060413,3,8),
(2115040,4,8),
(2306461,171,8),
(2779861,50,8),
(2306536,2,8),
(2125018,4,8),
(2126858,100,8),
(2127307,1,8),
(2127428,4,8),
(2439105,5,8),
(2560407,4,8),
(2305865,3,8),
(2077892,1,8),
(2077926,1,8),
(2113792,1,8),
(2115430,1,8),
(2115223,1,8),
(2125005,15,8),
(2777278,50,8),
(2798657,3,8),
(2126113,6,8),
(2630959,9,8),
(2955480,3,8),
(2311356,6,8),
(2326672,6,8),
(2330646,64,8),
(2312655,2,8),
(2307224,3,8),
(2114861,2,8),
(2123443,2,8),
(2413450,3,8),
(2136912,2,8),
(2485714,3,8),
(2669794,2,8),
(2060107,189,8),
(2092301,1,8),
(2780046,10,8),
(2620578,5,8),
(2107609,5,8),
(2060550,3,8),
(2774324,40,8),
(2900963,5,8),
(2774294,9,8),
(2060166,42,8),
(2062718,17,8),
(2060530,25,8),
(2449814,50,8),
(2704254,3,8),
(2337397,13,8),
(2826483,4,8),
(2443686,4,8),
(2822143,200,8),
(2221144,20,8),
(2613330,2,8),
(2077728,1,8),
(2323275,12,8),
(2485710,2,8),
(2124814,50,8),
(2597266,100,8),
(2125850,13,8),
(2126751,50,8),
(2126949,41,8),
(2825368,29,8),
(2635246,5,8),
(2114488,1,8),
(2906579,1,8),
(2125102,8,8),
(2746671,3,8),
(2766895,50,8),
(2125047,4,8),
(2612579,10,8),
(2063361,10,8),
(2062124,145,8),
(2776482,2,8),
(2092311,10,8),
(2307732,20,8),
(2347860,5,8),
(2129504,30,8),
(2059994,57,8),
(2118192,10,8),
(2845800,5,8),
(2635230,5,8),
(2125247,15,8),
(2746672,2,8),
(2114313,3,8),
(2219898,16,8),
(2113225,2,8),
(2062860,8,8),
(2110428,6,8),
(2118085,10,8),
(2124576,1,8),
(2828001,5,8),
(2124910,7,8),
(2125002,100,8),
(3018039,1,8),
(2306770,5,8),
(2115323,140,8),
(2306347,24,8),
(2635871,3,8),
(2125204,50,8),
(2256305,3,8),
(2107301,2,8),
(2126752,50,8),
(2770289,2,8),
(2774296,27,8),
(2782762,1,8),
(2113988,500,8),
(2126624,6,8),
(2060145,32,8),
(2107298,10,8),
(2060856,5,8),
(2060131,20,8),
(2118187,2,8),
(2953779,4,8),
(2115380,50,8),
(2236186,50,8),
(2126066,19,8),
(2307882,20,8),
(2303037,40,8),
(2118136,2,8),
(2115221,1,8),
(2765782,10,8),
(2078620,1,8),
(2108200,1,8),
(2077251,8,8),
(2131017,10,8),
(2257875,1,8),
(2060365,2,8),
(2118168,1,8),
(2124815,50,8),
(2130544,10,8),
(2312425,3,8),
(2449672,100,8),
(2837466,10,8),
(2064579,7,8),
(2578334,10,8),
(2381089,4,8),
(2125022,3,8),
(2775643,2,8),
(2107866,40,8),
(2060129,100,8),
(2118055,1,8),
(2118148,4,8),
(2107456,3,8),
(2126060,7,8),
(2127933,3,8),
(2060254,15,8),
(2061865,4,8),
(2234260,2,8),
(2062568,3,8),
(2380390,40,8),
(2060821,1,8),
(2077650,1,8),
(2064605,2,8),
(2118190,5,8),
(2126822,5,8),
(2478265,5,8),
(3069504,2,8),
(2312660,1,8),
(2107486,1,8),
(2107485,1,8),
(2778317,2,8),
(2092312,10,8),
(2092263,1,8),
(2136162,10,8),
(2108241,2,8),
(2804771,6,8),
(2768225,25,8),
(2560483,160,8),
(2635231,5,8),
(2630066,10,8),
(2798488,2,8),
(2127488,2,8),
(2118134,10,8),
(2110449,6,8),
(2110429,6,8),
(2118082,5,8),
(2828073,5,8),
(2124834,5,8),
(2630122,20,8),
(2126857,100,8),
(2957576,10,8),
(2441736,6,8),
(2560359,2,8),
(2306567,2,8),
(3062102,5,8),
(3007968,4,8),
(2108203,1,8),
(3008036,1,8),
(2630203,230,8),
(2110433,3,8),
(2263839,5,8),
(2827913,10,8),
(2126656,6,8),
(2669796,2,8),
(2118193,2,8),
(2136141,16,8),
(2114857,2,8),
(2799154,24,8),
(2782095,8,8),
(2257873,1,8),
(2983634,1,8),
(2306522,100,8),
(2114855,10,8)
